0.001   4.174116719558584   3.146640860490419   3.133006244668149
0.002   2.087058359779292   1.5733204302452095   1.5665031223340744
0.003   1.3913722398528614   1.0488802868301397   1.0443354148893829
0.004   1.043529179889646   0.7866602151226048   0.7832515611670372
0.005   0.8348233439117168   0.6293281720980838   0.6266012489336298
0.006   0.6956861199264307   0.5244401434150698   0.5221677074446914
0.007   0.5963023885083691   0.4495201229272027   0.4475723206668784
0.008   0.521764589944823   0.3933301075613024   0.3916257805835186
0.009   0.4637907466176205   0.34962676227671324   0.34811180496312766
0.01   0.4174116719558584   0.3146640860490419   0.3133006244668149
0.011   0.37946515632350764   0.28605826004458357   0.2848187495152863
0.012   0.34784305996321535   0.2622200717075349   0.2610838537223457
0.013   0.3210859015045065   0.24204929696080146   0.2410004803590884
0.014   0.29815119425418457   0.22476006146360136   0.2237861603334392
0.015   0.27827444797057227   0.20977605736602795   0.2088670829778766
0.016   0.2608822949724115   0.1966650537806512   0.1958128902917593
0.017   0.24553627762109315   0.18509652120531875   0.18429448498047932
0.018   0.23189537330881024   0.17481338113835662   0.17405590248156383
0.019   0.2196903536609781   0.16561267686791678   0.16489506550884994
0.02   0.2087058359779292   0.15733204302452095   0.15665031223340745
0.021   0.19876746283612304   0.14984004097573422   0.14919077355562613
0.022   0.18973257816175382   0.14302913002229178   0.14240937475764315
0.023   0.1814833356329819   0.13681047219523562   0.13621766281165865
0.024   0.17392152998160768   0.13111003585376746   0.13054192686117286
0.025   0.16696466878234334   0.12586563441961676   0.12532024978672596
0.026   0.16054295075225325   0.12102464848040073   0.1205002401795442
0.027   0.15459691553920682   0.11654225409223774   0.11603726832104255
0.028   0.14907559712709229   0.11238003073180068   0.1118930801667196
0.029   0.14393505929512357   0.1085048572582903   0.10803469809200512
0.03   0.13913722398528613   0.10488802868301397   0.1044335414889383
0.031   0.13464892643737367   0.10150454388678772   0.10106471756994029
0.032   0.13044114748620575   0.0983325268903256   0.09790644514587965
0.033   0.1264883854411692   0.09535275334819451   0.09493958317176208
0.034   0.12276813881054657   0.09254826060265937   0.09214724249023966
0.035   0.11926047770167382   0.08990402458544053   0.08951446413337567
0.036   0.11594768665440512   0.08740669056917831   0.08702795124078191
0.037   0.11281396539347525   0.08504434758082213   0.08467584445049052
0.038   0.10984517683048906   0.08280633843395839   0.08244753275442497
0.039   0.10702863383483549   0.08068309898693382   0.08033349345302945
0.04   0.1043529179889646   0.07866602151226047   0.07832515611670372
0.041   0.10180772486728253   0.07674733806074192   0.0764147864553207
0.042   0.09938373141806152   0.07492002048786711   0.07459538677781306
0.043   0.09707248185019964   0.07317769443000975   0.07286061034111975
0.044   0.09486628908087691   0.07151456501114589   0.07120468737882157
0.045   0.0927581493235241   0.06992535245534265   0.06962236099262553
0.046   0.09074166781649096   0.06840523609761781   0.06810883140582932
0.047   0.08881099403316137   0.06694980554234933   0.06665970733336486
0.048   0.08696076499080384   0.06555501792688373   0.06527096343058643
0.049   0.0851860555011956   0.06421716041817181   0.0639389029524112
0.05   0.08348233439117167   0.06293281720980838   0.06266012489336298
0.051   0.08184542587369772   0.061698840401772925   0.06143149499349312
